Country Name,Country Code,Time,Time Code,Agricultural irrigated land (% of total agricultural land) [AG.LND.IRIG.AG.ZS],"Agricultural machinery, tractors [AG.AGR.TRAC.NO]","Agricultural machinery, tractors per 100 sq. km of arable land [AG.LND.TRAC.ZS]",Agricultural raw materials exports (% of merchandise exports) [TX.VAL.AGRI.ZS.UN],Agricultural raw materials imports (% of merchandise imports) [TM.VAL.AGRI.ZS.UN],Agriculture value added per worker (constant 2010 US$) [EA.PRD.AGRI.KD],Agricultural land (% of land area) [AG.LND.AGRI.ZS],Depth of the food deficit (kilocalories per person per day) [SN.ITK.DFCT],Food exports (% of merchandise exports) [TX.VAL.FOOD.ZS.UN],Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN],Food production index (2004-2006 = 100) [AG.PRD.FOOD.XD],Fertilizer consumption (% of fertilizer production) [AG.CON.FERT.PT.ZS],Fertilizer consumption (kilograms per hectare of arable land) [AG.CON.FERT.ZS],"Droughts, floods, extreme temperatures (% of population, average 1990-2009) [EN.CLC.MDAT.ZS]",Population growth (annual %) [SP.POP.GROW],"Agriculture, value added (annual % growth) [NV.AGR.TOTL.KD.ZG]",Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural poverty gap at national poverty lines (%) [SI.POV.RUGP],Urban poverty gap at national poverty lines (%) [SI.POV.URGP],Employment in agriculture (% of total employment) [SL.AGR.EMPL.ZS],"Account, income, poorest 40% (% ages 15+) [ts] [WP_time_10.8]",Gross domestic income (constant LCU) [NY.GDY.TOTL.KN],Income share held by lowest 10% [SI.DST.FRST.10],Income share held by lowest 20% [SI.DST.FRST.20],"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) [SI.SPR.PC40]",GDP (current US$) [NY.GDP.MKTP.CD],"Population, total [SP.POP.TOTL]"
Cuba,CUB,2011,YR2011,..,..,..,..,..,4225.54523164279,59.9636918297259,15,..,..,94.57,489.553809456994,42.0215584728411,..,0.190411585326548,4.32098765432099,23.311,..,..,19.6900005340576,..,46070556734.5315,..,..,..,68990000000,11354651
Cuba,CUB,2012,YR2012,..,..,..,..,..,4345.95060929581,60.1752952117916,15,..,..,102.08,493.03451248218,47.4381957957192,..,0.241854764348494,0.699300699300707,23.219,..,..,19.2600002288818,..,48258004030.0913,..,..,..,73141000000,11382146
Cuba,CUB,2013,YR2013,..,..,..,..,..,4641.08721821971,60.8549222797927,12,..,..,106.33,450.087861808295,43.0108991825613,..,0.263407959328091,4.70085470085471,23.128,..,..,18.6100006103516,..,49497449365.466,..,..,..,77148000000,11412167
Cuba,CUB,2014,YR2014,..,..,..,..,..,4850.92108468732,60.3625264372236,10,..,..,106.61,566.547952976772,58.2124352331606,..,0.24155516482978,2.24489795918367,23.03,..,..,18.8999996185303,..,51205714821.493,..,..,..,80656100000,11439767
Cuba,CUB,2015,YR2015,..,..,..,..,..,5084.91780550604,..,8,..,..,..,..,..,..,0.189204123880734,2.49001996007985,22.926,..,..,..,..,53759451510.5788,..,..,..,87132800000,11461432
Cuba,CUB,2016,YR2016,..,..,..,..,..,..,..,7,..,..,..,..,..,..,0.126866977694588,..,22.816,..,..,..,..,..,..,..,..,..,11475982
Curacao,CUW,1997,YR1997,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.443290344067027,..,10.998,..,..,..,..,..,..,..,..,..,146956
Curacao,CUW,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.70475050957122,..,10.385,..,..,..,..,..,..,..,..,..,144472
Curacao,CUW,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-3.55373781613171,..,9.80200000000001,..,..,..,..,..,..,..,..,..,139428
Curacao,CUW,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.07538613162288,..,9.248,..,..,..,..,..,..,..,..,..,133860
Curacao,CUW,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-3.6617798581649,..,8.989,..,..,..,..,..,..,..,..,..,129047
Curacao,CUW,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.122361119924304,..,9.10599999999999,..,..,..,..,..,..,..,..,..,129205
Curacao,CUW,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.06210246711066,..,9.22499999999999,..,..,..,..,..,..,..,..,..,131897
Curacao,CUW,2004,YR2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.72502952808587,..,9.345,..,..,..,..,..,..,..,..,..,134192
Curacao,CUW,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.55007380740239,..,9.46599999999999,..,..,..,..,..,..,..,..,..,137658
Curacao,CUW,2006,YR2006,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.56811425717747,..,9.589,..,..,..,..,..,..,..,..,..,141239
Curacao,CUW,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.97486219793502,..,9.71299999999999,..,..,..,..,..,..,..,..,..,144056
Curacao,CUW,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.25822530732751,..,9.839,..,..,..,..,..,..,..,..,..,145880
Curacao,CUW,2009,YR2009,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.65115206175087,..,9.96599999999999,..,..,..,..,..,..,..,..,..,146833
Curacao,CUW,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.26551415533004,..,10.095,..,..,..,..,..,..,..,..,..,148703
Curacao,CUW,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.42089766276671,..,10.225,..,..,..,..,..,..,..,..,..,150831
Curacao,CUW,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.829929595036991,..,10.348,..,..,..,..,..,..,..,..,..,152088
Curacao,CUW,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.13367890654299,..,10.463,..,..,..,..,..,..,..,..,..,153822
Curacao,CUW,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.34764139563651,..,10.57,..,..,..,..,..,..,..,..,..,155909
Curacao,CUW,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.31896090899394,..,10.669,..,..,..,..,..,..,..,..,..,157979
Curacao,CUW,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.759,..,..,..,..,..,..,..,..,..,159999
Cyprus,CYP,1997,YR1997,..,16900,1722.73190621814,0.940861854315108,1.05744031582431,14841.77687743,15.3896103896104,..,36.3358641182403,27.1392529814395,100.74,..,..,..,2.01399178996727,-15.9878985338608,31.717,..,..,..,..,10720312802.6808,..,..,..,9594298745.72406,891192
Cyprus,CYP,1998,YR1998,..,16036,1601.998001998,0.605252824204776,1.25805714323431,17334.8263789952,15.6060606060606,..,38.6248430799251,20.4339139143479,106.49,..,..,..,1.945951611238,14.016620498615,31.595,..,..,..,..,11320158370.3239,..,..,..,10353506787.3303,908704
Cyprus,CYP,1999,YR1999,..,15172,1500.69238377844,0.69633554644911,1.22464378708052,18627.2522402815,15.6060606060606,..,38.6699173981222,19.4934233278901,108.58,..,..,..,1.89088202843838,4.83479105928086,31.473,..,..,..,..,11864410192.4019,..,..,..,10614455231.931,926050
Cyprus,CYP,2000,YR2000,..,14309,1454.16666666667,0.695452078663923,0.971414042870842,19135.0513347137,15.3138528138528,..,33.2899889783354,18.6906867241872,108.48,..,..,..,1.84412951630261,-2.41019698725377,31.352,..,..,5.40000009536743,..,12532270737.0556,..,..,..,10183317624.8822,943286
Cyprus,CYP,2001,YR2001,25,..,..,0.999490806867182,1.02367596513324,20457.3738088058,15.1515151515152,..,33.3509252407327,16.5515260362677,105.08,..,..,..,1.78574672939612,6.91047257183565,31.231,..,..,4.84000015258789,..,13038060818.5155,..,..,..,10567304189.4353,960282
Cyprus,CYP,2002,YR2002,25,..,..,1.03867291520124,1.04154694767681,21920.3166258751,15.1515151515152,..,35.4208137407082,12.7747799559458,108.21,..,159.65,..,1.722485970202,4.33140826299423,31.306,..,..,5.25,..,13390120866.0513,..,..,..,11618269230.7692,976966
Cyprus,CYP,2003,YR2003,23.3766233766234,..,..,0.91271098208832,1.27268747926679,20142.236865505,16.6666666666667,..,41.2736179313546,12.0914418956107,104.03,..,158.232142857143,..,1.6845621132751,-8.11156057057696,31.447,..,..,5.19000005722046,..,13840331064.206,..,..,..,14576896942.2424,993563
Cyprus,CYP,2004,YR2004,21.7948717948718,..,..,0.840431431272453,1.18268375375741,21234.1562167442,16.8831168831169,..,46.1443939747954,11.983157657463,108.81,..,131.407079646018,..,1.6813995897204,2.57182576459685,31.59,..,..,5.09999990463257,..,14598975993.5067,3.7,8.8,..,17422375000,1010410
Cyprus,CYP,2005,YR2005,20.9580838323353,..,..,1.24608678891007,1.10311083312988,20321.3115650308,18.0735930735931,..,45.1296781600275,12.4232722882245,97.95,..,108.975609756098,..,1.69262377805615,-6.95730743166931,31.732,..,..,4.73999977111816,..,15039300000,3.8,8.9,..,18703146374.829,1027658
Cyprus,CYP,2006,YR2006,21.0191082802548,..,..,1.34512587265335,1.01536933942202,18445.6901742764,16.991341991342,..,39.6205115409615,12.5619267070935,93.24,..,109.026086956522,..,1.72214213146797,-11.8232580723477,31.875,..,..,4.26000022888184,..,15708474149.2147,3.7,8.8,..,20403713461.2972,1045509
Cyprus,CYP,2007,YR2007,20.2445652173913,..,..,1.41576920102203,1.23893093899738,17759.3016899513,15.9307359307359,..,39.7866261071434,12.8964682464195,91.82,..,109.836065573771,..,1.72608294172987,-6.55286343612335,32.018,..,..,4.38000011444092,..,16609154871.8351,3.7,8.7,..,24077470572.1325,1063712
Cyprus,CYP,2008,YR2008,21.1072664359862,..,..,1.5050305759373,0.946152299672133,16841.1512867667,12.5108225108225,..,37.7862715068699,13.3860616794896,89.28,..,112.014563106796,..,1.66425395533783,-8.04360636417208,32.161,..,..,4.23000001907349,..,17092443724.4693,3.7,8.6,..,27839460963.8201,1081563
Cyprus,CYP,2009,YR2009,22.4137931034483,..,..,1.40802199271926,0.850102558122293,15897.1862277168,13.8095238095238,..,37.1047380810202,15.478899150155,84.81,..,181.449942462601,0.0026781550232895,1.51523403081569,-8.55495033643064,32.305,..,..,3.9300000667572,..,16807209152.6699,3.5,8.5,25.74,25942622950.8197,1098076
Cyprus,CYP,2010,YR2010,21.8340611353712,..,..,1.67074145459669,0.774031250962204,17929.3598233996,12.3917748917749,..,34.4389260509825,14.8425830356562,83.71,..,202.772397094431,..,1.31463527588501,9.14505956552208,32.449,..,..,3.79999995231628,..,17047011949.8783,3.6,8.6,..,25562251655.6291,1112607
Cyprus,CYP,2011,YR2011,21.4101461736887,..,..,1.85503173925017,0.733437006074467,19160.9054890241,12.5865800865801,..,37.7206131819994,15.7414702718029,87.61,..,151.202380952381,..,1.09304480245484,3.30658105939006,32.594,..,..,3.82999992370605,80.39039,17064439415.714,3.4,8.4,..,27427161523.4918,1124835
Cyprus,CYP,2012,YR2012,20.9580838323353,..,..,1.99868674996747,0.737718972138931,17816.2991962169,12.6515151515152,..,36.4309385806901,17.4936841874449,81.13,..,223.974358974359,..,0.905091675899622,-10.2237414543195,32.739,..,..,2.91000008583069,..,16605451752.4849,3.3,8,..,25012206090.1966,1135062
Cyprus,CYP,2013,YR2013,21.6014897579143,..,..,1.76952362318077,0.746735290296863,17484.883095122,11.6233766233766,..,37.9777498002086,20.0325130371486,77.73,..,201.108312342569,..,0.775270474210955,-5.36517826237453,32.867,..,..,3.10999989509583,..,15522758045.4585,3.2,7.7,..,24054965480.616,1143896
Cyprus,CYP,2014,YR2014,21.1840888066605,..,..,1.35892666684025,0.743099911045611,16722.8527109471,11.6991341991342,..,36.7765672467551,19.6319310320417,81.66,..,175.864661654135,..,0.732777573913945,-7.90051207022677,32.981,..,..,4.42999982833862,92.67677,15333700876.4872,3,7.6,20.29,23308212816.7706,1152309
Cyprus,CYP,2015,YR2015,..,..,..,1.28086315218025,0.685942144688288,18925.1156017136,..,..,31.7862347205247,20.1656172065837,..,..,..,..,0.750102726229635,8.81652104845114,33.079,..,..,4,..,15519408848.8653,..,..,..,19559942331.1523,1160985
Cyprus,CYP,2016,YR2016,..,..,..,1.17926104004912,0.725027400802015,20087.7899787045,..,..,32.6393055405618,18.0260144134525,..,..,..,..,0.784179797412071,1.89781021897811,33.16,..,..,..,..,16001311507.869,..,..,..,19801664168.2788,1170125
Czech Republic,CZE,1997,YR1997,..,84000,258.461538461538,2.82759035197905,2.25004949404911,6752.77438307291,55.3901902420085,..,5.24574644293006,6.57045794617397,101.67,..,..,..,-0.107762749274352,-5.9062162579053,25.618,..,..,5.78999996185303,..,2708355175595.07,..,..,..,61621364981.4187,10304131
Czech Republic,CZE,1998,YR1998,..,83000,254.523152407237,2.30594237692089,2.253816487144,7327.55505142458,55.441956774945,..,4.53163877533247,5.98537647214681,104.68,..,..,..,-0.0947447516571582,5.52941755053196,25.749,..,..,5.55000019073486,..,2740570916769.03,..,..,..,66372594575.1707,10294373
Czech Republic,CZE,1999,YR1999,..,79304,243.562653562654,2.56073177575577,2.05405395810507,7688.02065593287,55.4160735084768,..,4.14537142709288,5.71511912327145,103.95,..,..,..,-0.102175934295454,1.95420511386584,25.88,..,..,5.30999994277954,..,2772824498654.16,..,..,..,64719461254.5271,10283860
Czech Republic,CZE,2000,YR2000,..,96716,298.230033919211,2.40606448659495,2.06963185712526,7975.6095775712,55.3901902420085,..,4.12431879792188,4.9109518340505,99.23,..,..,..,-0.280414108078884,0.0274256460263302,26.012,..,..,5.21000003814697,..,2860705393725.2,..,..,..,61474265134.5364,10255063
Czech Republic,CZE,2001,YR2001,..,94778,292.886279357231,2.02284368466229,1.87574028794965,8055.40427527338,55.3643069755403,..,3.77133000679457,4.68741149040331,102.79,..,..,..,-0.375719704335905,-2.28027418126429,26.123,..,..,4.86999988555908,..,2977712202890.2,..,..,..,67375623427.4642,10216605
Czech Republic,CZE,2002,YR2002,..,94440,292.474450294209,2.20208572886648,1.9938788653607,8239.13638263993,55.2866571761356,..,3.36003762355921,4.22561738881338,96.82,92.2616777967068,81.6791576339424,..,-0.192901617564167,-0.66247876171029,26.191,..,..,4.8899998664856,..,3067719958286.05,..,..,..,81696651658.8981,10196916
Czech Republic,CZE,2003,YR2003,0.395877254626376,91648,284.3561898852,1.92216572560806,1.77837818243428,8765.89558237652,55.2478322764333,..,3.41598859509544,4.79609134170818,88.89,96.2217955029293,91.574309649395,..,-0.028620590719166,2.97828270148131,26.26,..,..,4.51000022888184,..,3180979271661.19,..,..,..,99300329682.0164,10193998
Czech Republic,CZE,2004,YR2004,..,89350,277.82960199005,1.55190619552013,1.5745741762304,10040.8758862585,55.2032099404608,..,3.42424938178349,4.98572906782943,104.99,85.2679918211377,87.0080845771144,..,0.0304348483027166,11.0383079876878,26.329,..,..,4.44999980926514,..,3367598668932.81,3.6,9,..,118976023159.713,10197101
Czech Republic,CZE,2005,YR2005,0.39906103286385,87039,271.234029292615,1.43773790691913,1.52775665552662,11315.4262149504,55.1384933989128,..,3.96723629345517,5.27277833455912,98.6,87.4916277993594,89.5550015581178,..,0.138325980046718,10.3211198023878,26.398,..,..,3.98000001907349,..,3549040541572.22,3.8,9.3,..,135990215966.674,10211216
Czech Republic,CZE,2006,YR2006,..,85426,266.789506558401,1.32786725966297,1.37890206235659,10599.9644653234,55.0679611650485,..,3.49462966561398,5.05480323876736,96.41,86.5932300631096,94.2735790131168,..,0.270795629232185,-8.58926994315284,26.467,..,..,3.75999999046326,..,3750788640874.01,3.7,9.3,..,155213006071.979,10238905
Czech Republic,CZE,2007,YR2007,0.470698987997176,83813,262.325508607199,1.30754190601984,1.30503962877376,8084.42161374711,55.0032362459547,..,3.84476507503107,5.17248565061372,98.06,91.7025787965616,100.169640062598,..,0.583542205385113,-25.6225675638897,26.537,..,..,3.57999992370605,..,3984789502578.28,3.9,9.7,..,188818155388.125,10298828
Czech Republic,CZE,2008,YR2008,0.235626767200754,..,..,1.21249584631769,1.27398679172912,9038.69141967443,54.9385113268608,..,4.02716089397447,5.0696756048513,103.61,79.712893982808,87.2641154328733,..,0.829412602993033,8.96134072488428,26.606,..,..,3.17000007629395,..,4060877113291.21,3.9,9.8,..,235204812643.146,10384603
Czech Republic,CZE,2009,YR2009,0.259495163953763,..,..,1.35006615412963,1.24048346574036,11207.0851667412,54.873786407767,..,4.51821175956758,6.30262809183547,98.73,117.355902524442,88.5169811320755,0.155745987792062,0.569729451418061,20.7556040634707,26.676,..,..,3.11999988555908,..,3910777164335.48,3.8,9.6,16.23,205729790694.015,10443936
Czech Republic,CZE,2010,YR2010,0.448748228625413,..,..,1.40142417366453,1.35838161268101,9642.23670204344,54.8161574313827,..,3.87308402767876,5.3662816787489,92.24,142.017980804277,95.8457899716178,..,0.29136167418042,-16.2675899660715,26.745,..,..,3.09999990463257,..,3953651000000,3.7,9.4,..,207016402026.364,10474410
Czech Republic,CZE,2011,YR2011,0.472925041380941,..,..,1.41499077627919,1.5036040367357,10105.3086377979,54.7514241325738,..,4.0728398686491,5.57098252853944,99.68,182.7319291637,100.576485461441,..,0.206747667335417,1.91806300546358,26.815,..,..,2.99000000953674,74.71519,3988717804378.58,3.7,9.3,..,227948349666.354,10496088
Czech Republic,CZE,2012,YR2012,0.473372781065089,..,..,1.44978528706465,1.4874062304275,10828.0139020515,54.706720186456,..,4.7228699689016,6.03509979603366,91.65,152.653566748226,127.665188470067,..,0.139925655740972,4.11914227986705,26.885,..,..,3.04999995231628,..,3937889146862.78,3.9,9.6,..,207376427020.815,10510785
Czech Republic,CZE,2013,YR2013,0.426641384214269,..,..,1.50330523051425,1.44550657978302,10916.7928368299,54.6290301696232,..,4.92882532657303,6.33020818186965,95.46,252.721390668803,128.253096221023,..,0.0331699460503076,-2.44287949921753,26.94,..,..,3.02999997138977,..,3952484233318.41,3.8,9.4,..,209402444996.104,10514272
Czech Republic,CZE,2014,YR2014,0.426944971537002,..,..,1.37984980301754,1.34392921638417,12163.5986687713,54.6043258645253,..,4.84147184435677,5.98317970019307,104.59,333.240595933822,128.811326757875,..,0.105277581527518,8.06718105840645,26.981,..,..,2.75,79.14773,4107060599895.2,3.9,9.7,16.42,207818330723.835,10525347
Czech Republic,CZE,2015,YR2015,..,..,..,1.31399075187645,1.26431365694728,13251.3719416385,..,..,5.06086124964093,6.08014061501187,..,..,..,..,0.196588748472653,5.93753710960694,27.008,..,..,2.9300000667572,..,4298561486643.8,..,..,..,185156359571.116,10546059
Czech Republic,CZE,2016,YR2016,..,..,..,1.30849382275219,1.23598715539957,14990.7296897204,..,..,4.9770300163478,6.19720136365181,..,..,..,..,0.14756708432328,9.51546911781192,27.02,..,..,..,..,4437544888309.71,..,..,..,192924593987.295,10561633
Denmark,DNK,1997,YR1997,..,141293,597.433403805497,3.04955675873917,3.0020179943119,29327.9557884309,63.3514023096865,..,23.3879696162859,12.6267895706361,97.36,..,..,..,0.415564969331455,3.36449558249434,14.967,..,..,3.72000002861023,..,1496377859187.18,..,..,..,173537588008.176,5284991
Denmark,DNK,1998,YR1998,..,130000,549.450549450549,2.82283131661283,2.91680043706998,31310.8960293394,62.9743106292717,..,22.5324414561548,12.3133661731974,99.27,..,..,..,0.363162523600756,1.5107091387964,14.94,..,..,3.70000004768372,..,1527049324507.38,..,..,..,176992000955.11,5304219
Denmark,DNK,1999,YR1999,..,129377,563.979947689625,2.58105506701604,2.7550918950193,31750.3539126729,62.3144001885458,..,20.7593405660279,12.1711539201477,98.1,..,..,..,0.330886246186545,-1.21897488618006,14.914,..,..,3.30999994277954,..,1567029340686.75,..,..,..,177965224620.854,5321799
Denmark,DNK,2000,YR2000,..,123221,540.20604997808,2.51348725988871,2.65644429103418,35572.927959676,62.3851048786236,..,19.7064468478079,11.3567804167616,98.44,..,..,..,0.334233618829261,7.08197046288038,14.9,..,..,3.66000008583069,..,1625428112064.75,..,..,..,164158800460.219,5339616
Denmark,DNK,2001,YR2001,7.62331838565022,121255,529.035776614311,2.57200473308615,2.62059830774328,38541.380650972,63.0685835493754,..,20.1465582856435,11.6095266467958,99.54,..,..,..,0.358315678955486,4.33192946730226,14.85,..,..,3.53999996185303,..,1636890196621.66,..,..,..,164791416350.267,5358783
Denmark,DNK,2002,YR2002,7.65478424015009,119290,524.121265377856,2.85972062511166,2.53391170220495,37777.8295159032,62.8093330190903,..,19.3779166391039,11.728174527963,99.4,169.285251400907,97.5584358523726,..,0.319487125340996,-4.80858803176152,14.75,..,..,3.21000003814697,..,1650184167269.84,..,..,..,178635160297.415,5375931
Denmark,DNK,2003,YR2003,7.58088788562829,117325,517.762577228597,2.8248243133353,2.73418877302709,39387.0038926447,62.6443554089088,..,19.2907343387411,12.2792549207732,99.73,189.089007029286,136.40026478376,..,0.272010444031566,0.130481383102648,14.64,..,..,3.28999996185303,..,1662823561456.89,..,..,..,218095997085.477,5390574
Denmark,DNK,2004,YR2004,7.70975056689342,115360,508.417805200529,2.75174801415086,2.46268640412133,41684.3961385234,62.3615366485977,..,18.590073803726,11.8419518800155,101.14,327.575857289579,144.784486557955,..,0.258432282052875,2.55968725275748,14.434,..,..,3.25999999046326,..,1713196601800.2,4,9.9,..,251373036671.062,5404523
Denmark,DNK,2005,YR2005,9.67861100849649,113402,486.286449399657,2.54888785917036,2.24327079811792,40850.1743743539,63.7991986801791,..,17.6266482390807,11.5842412750201,101.54,..,137.117066895369,..,0.275481733409308,-6.17143894359486,14.144,..,..,3.1800000667572,..,1765672554754.89,4,9.8,..,264467308109.19,5419432
Denmark,DNK,2006,YR2006,9.66789667896679,..,..,2.75110931052951,2.30151576959885,44106.3590482644,63.8699033702569,..,17.5192974795969,11.3129179260227,97.32,..,138.581167447806,..,0.328645158919929,4.3720075446148,13.902,..,..,3.07999992370605,..,1827090162286.66,4,9.8,..,282884912894.33,5437272
Denmark,DNK,2007,YR2007,9.5381149079985,..,..,2.27301442656132,2.23313951370525,48613.2851899667,62.7621965590384,..,17.2213822926366,11.4267967532986,100.95,..,142.411968777103,..,0.443466054321374,6.41768222047172,13.707,..,..,2.96000003814697,..,1837904291087.01,3.9,9.8,..,319423370134.284,5461438
Denmark,DNK,2008,YR2008,9.52023988005997,..,..,2.23324893974839,1.84612066239274,37989.2375168635,62.880037709168,..,17.0615984704438,11.9647422509995,103.89,..,147.676103247294,..,0.587547590258978,-24.6451275799007,13.513,..,..,2.54999995231628,..,1843638676371.63,4,9.8,..,353361056079.716,5493621
Denmark,DNK,2009,YR2009,9.64312832194381,..,..,2.38536300658225,2.01947611051723,38103.1319452304,62.0787178882866,..,18.9196185112371,13.1693200161808,104.35,..,102.918140682847,0,0.535079062079429,-3.41500057783428,13.346,..,..,2.57999992370605,..,1756571105321.66,3.5,9.2,26.59,321241396034.248,5523095
Denmark,DNK,2010,YR2010,12.1477532368621,..,..,2.90117860293703,2.28497754278968,51601.9671382998,61.8901720480792,..,18.3120266805884,13.4444831697473,102.24,..,113.71210243701,..,0.444197154509531,30.2183667364642,13.205,..,..,2.42000007629395,..,1810926000000,3.6,9.2,..,321995350346.501,5547683
Denmark,DNK,2011,YR2011,..,..,..,2.94187016438263,2.35142135701141,47983.1992125125,63.3985387697384,..,17.6101211733607,13.2541057924656,105.34,..,112.848739495798,..,0.411737855195019,-10.732334834145,13.043,..,..,2.40000009536743,99.80201,1816584645325.51,3.7,9.3,..,344003209695.606,5570572
Denmark,DNK,2012,YR2012,..,..,..,3.24076696899919,2.14569706518542,55003.3307064463,62.1359223300971,..,18.1742929286114,13.6682439604365,105.81,..,112.431348221671,..,0.376272242619955,11.4462171899125,12.858,..,..,2.58999991416931,..,1825837290524.01,3.7,9.4,..,327148899962.146,5591572
Denmark,DNK,2013,YR2013,9.2755845151399,..,..,3.55148223915881,2.41618048080779,54807.0226606418,61.7427110942825,..,18.5319371607569,13.6935291799162,102.02,..,116.622777870078,..,0.416901360752097,-4.62732058742034,12.676,..,..,2.53999996185303,..,1853058289803.72,3.6,9.1,..,343584385594.132,5614932
Denmark,DNK,2014,YR2014,..,..,..,2.70381737822066,2.58410848140762,65933.5774532496,62.2071837584591,..,18.3806368679821,13.6698452713718,107.63,..,120.502878289474,..,0.507053283010163,16.7102459810188,12.498,..,..,2.48000001907349,100,1892163060621.14,3.6,9.1,29.24,352296969840.949,5643475
Denmark,DNK,2015,YR2015,..,..,..,3.0970675831798,2.69789518769203,74766.4395464256,..,..,18.2470908165607,13.9418522996675,..,..,..,..,0.706423849687002,9.90748039663112,12.324,..,..,2.49000000953674,..,1924384081746.7,..,..,..,301307828843.613,5683483
Denmark,DNK,2016,YR2016,..,..,..,2.38967817585926,2.55011636571975,75968.0480790174,..,..,18.8319007966381,13.974282225227,..,..,..,..,0.834637610701767,-3.23128609716508,12.153,..,..,2.50999999046326,..,1950681991628.15,..,..,..,306142937248.09,5731118
Djibouti,DJI,1997,YR1997,..,8,80,..,..,..,64.7540983606557,593,..,..,75.17,..,..,..,2.6477917605727,-0.348547776422777,23.607,..,..,..,..,65367956241.3842,..,..,..,502675542.001227,660953
Djibouti,DJI,1998,YR1998,..,8,80,..,..,..,64.7540983606557,559,..,..,76.65,..,..,..,2.93096604766309,0.771148300409322,23.561,..,..,..,..,65432858705.6413,..,..,..,514267869.300758,680612
Djibouti,DJI,1999,YR1999,..,8,80,..,..,..,66.9111302847282,519,..,..,77,..,..,..,2.82293602017672,0.973951767739848,23.515,..,..,..,..,66858609964.4454,..,..,..,536080148.097299,700099
Djibouti,DJI,2000,YR2000,..,8,80,..,..,..,69.0681622088007,473,..,..,84.47,..,..,..,2.46682603372233,1.85546875478767,23.468,..,..,..,..,67136888858.4578,..,..,..,551230861.856505,717584
Djibouti,DJI,2001,YR2001,..,8,80,..,..,..,72.5194132873167,434,..,..,86.28,..,..,..,2.08613400669888,2.99999841162963,23.422,..,..,..,..,68511741678.7303,..,..,..,572417440.820162,732711
Djibouti,DJI,2002,YR2002,..,8,80,..,..,..,73.3822260569456,400,..,..,98.64,..,..,..,1.82704489612125,3.00000126172404,23.376,..,..,..,..,70305830781.2036,2.3,6,..,591122039.601398,746221
Djibouti,DJI,2003,YR2003,..,8,80,..,..,..,73.3822260569456,380,..,..,95.46,..,..,..,1.64725993456733,3.00223172258222,23.33,..,..,..,..,72555493449.7576,..,..,..,622044665.515049,758615
Djibouti,DJI,2004,YR2004,..,6,60,..,..,..,73.3822260569456,357,..,..,94.4,..,..,..,1.58722593121609,4.4977359820288,23.284,..,..,..,..,75331846945.3899,..,..,..,666072101.777505,770752
Djibouti,DJI,2005,YR2005,..,6,60,..,..,..,73.3822260569456,331,..,..,94.7,..,..,..,1.6090375107515,3.00000155959414,23.239,..,..,..,..,77719565956.5071,..,..,..,708633194.726566,783254
Djibouti,DJI,2006,YR2006,..,6,46.1538461538462,..,..,..,73.3951682484901,299,..,..,110.89,..,..,..,1.6403421496911,4.29999862906317,23.193,..,..,..,..,81450000007.2684,..,..,..,768873684.032838,796208
Djibouti,DJI,2007,YR2007,..,..,..,..,..,..,73.4037963761864,262,..,..,136.51,..,..,..,1.64352451624195,..,23.147,..,..,..,..,..,..,..,..,847918929.107984,809402
Djibouti,DJI,2008,YR2008,..,..,..,..,..,..,73.3908541846419,230,..,..,142.34,..,..,..,1.65802996457734,..,23.101,..,..,..,..,..,..,..,..,999105339.267729,822934
Djibouti,DJI,2009,YR2009,..,..,..,0.0095508446239692,0.584774377046418,..,73.3951682484901,203,0.428769488380665,29.322645037636,125.58,..,..,6.79684704554282,1.67568902648141,..,23.056,..,..,..,..,..,..,..,..,1049110684.72493,836840
Djibouti,DJI,2010,YR2010,..,..,..,..,..,..,73.4081104400345,188,..,..,115.98,..,..,..,1.6950783409916,..,23.004,..,..,..,..,..,..,..,..,1128611700.3618,851146
