Time,"Time Code","Country Name","Country Code","Agricultural irrigated land (% of total agricultural land) [AG.LND.IRIG.AG.ZS]","Agricultural machinery, tractors [AG.AGR.TRAC.NO]","Agricultural machinery, tractors per 100 sq. km of arable land [AG.LND.TRAC.ZS]","Agricultural raw materials exports (% of merchandise exports) [TX.VAL.AGRI.ZS.UN]","Agricultural raw materials imports (% of merchandise imports) [TM.VAL.AGRI.ZS.UN]","Agriculture value added per worker (constant 2010 US$) [EA.PRD.AGRI.KD]","Agricultural land (% of land area) [AG.LND.AGRI.ZS]","Depth of the food deficit (kilocalories per person per day) [SN.ITK.DFCT]","Food exports (% of merchandise exports) [TX.VAL.FOOD.ZS.UN]","Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN]","Food production index (2004-2006 = 100) [AG.PRD.FOOD.XD]","Fertilizer consumption (% of fertilizer production) [AG.CON.FERT.PT.ZS]","Fertilizer consumption (kilograms per hectare of arable land) [AG.CON.FERT.ZS]","Droughts, floods, extreme temperatures (% of population, average 1990-2009) [EN.CLC.MDAT.ZS]","Population growth (annual %) [SP.POP.GROW]","Agriculture, value added (annual % growth) [NV.AGR.TOTL.KD.ZG]","Rural population (% of total population) [SP.RUR.TOTL.ZS]","Rural poverty gap at national poverty lines (%) [SI.POV.RUGP]","Urban poverty gap at national poverty lines (%) [SI.POV.URGP]","Employment in agriculture (% of total employment) [SL.AGR.EMPL.ZS]","Account, income, poorest 40% (% ages 15+) [ts] [WP_time_10.8]","Gross domestic income (constant LCU) [NY.GDY.TOTL.KN]","Income share held by lowest 10% [SI.DST.FRST.10]","Income share held by lowest 20% [SI.DST.FRST.20]","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) [SI.SPR.PC40]","GDP (current US$) [NY.GDP.MKTP.CD]","Population, total [SP.POP.TOTL]","Arable land (hectares) [AG.LND.ARBL.HA]","Arable land (hectares per person) [AG.LND.ARBL.HA.PC]","Agricultural land (sq. km) [AG.LND.AGRI.K2]","Land area (sq. km) [AG.LND.TOTL.K2]","Rural land area (sq. km) [AG.LND.TOTL.RU.K2]","GINI index (World Bank estimate) [SI.POV.GINI]","Agriculture, value added (% of GDP) [NV.AGR.TOTL.ZS]","Arable land (% of land area) [AG.LND.ARBL.ZS]","Average precipitation in depth (mm per year) [AG.LND.PRCP.MM]","Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","Employment in agriculture, male (% of male employment) [SL.AGR.EMPL.MA.ZS]","Fossil fuel energy consumption (% of total) [EG.USE.COMM.FO.ZS]","Improved water source, rural (% of rural population with access) [SH.H2O.SAFE.RU.ZS]","People using basic drinking water services, rural (% of rural population) [SH.H2O.BASW.RU.ZS]","Research and development expenditure (% of GDP) [GB.XPD.RSDV.GD.ZS]"
2008,"YR2008","Brazil","BRA","..","..","..","3.53125703364","1.218040382973","7615.24218407916","32.7225913899504","22","27.5758310997848","4.36686954512024","116.64","309.008997833499","141.838604982206","..","1.01686459142158","5.76953451911781","16.251","..","..","..","..","1638077274576.79","1","3.1","..","1695824517395.57","192979029","70250000","0.364029192000961","2735000","8358140","..","54.4","5.4084574824318","8.40498005537117","..","91.398435","..","52.5694606110172","82.2","80.8356747579381","1.12896"
2008,"YR2008","British Virgin Islands","VGB","..","..","..","..","..","..","46.6666666666667","..","..","..","100.82","..","..","..","3.46910718474356","..","55.952","..","..","..","..","..","..","..","..","..","25604","1000","0.0390563974379003","70","150","..","..","..","6.66666666666667","..","..","..","..","..","..",".."
2008,"YR2008","Brunei Darussalam","BRN","..","..","..","..","..","100967.510084342","2.16318785578748","14","..","..","132.23","..","112.666666666667","..","1.16375982567016","3.74124746428903","25.254","..","..","..","..","19096768751.1611","..","..","..","14393099068.5859","379252","3000","0.00791030765823252","114","5270","..","..","0.635849768848754","0.569259962049336","..","100","..","..","..","99.05",".."
2008,"YR2008","Bulgaria","BGR","..","53100","171.955958549223","1.16185372088193","1.01028027149697","17705.733521203","46.9662093729859","..","12.4179078739185","6.83589007110281","109.9","75.2591209932369","111.242875647668","..","-0.70192274454598","31.9960200419317","28.378","..","..","7.46999979019165","..","77026760802.2894","2.4","6.9","..","54666642734.2757","7492561","3088000","0.412142123367431","51010","108610","..","33.6","6.95137214403084","28.4320044194826","..","100","8.92000007629395","76.1421363788758","99.2","99.1321534203342","0.4458"
2008,"YR2008","Burkina Faso","BFA","..","..","..","56.5754709818935","0.739599379366373","446.780111358505","44.1154970760234","201","33.2242711219849","16.7457021901074","116.96","..","9.5345","..","3.0249616647606","19.6116887409683","76.007","..","..","..","..","3104360196492.31","..","..","..","8369637065.40255","14689726","6000000","0.408448734850466","120700","273600","..","..","40.2018711136825","21.9298245614035","..","1.52535915374756","..","..","68.7","41.9342625710959","0.18674"
2008,"YR2008","Burundi","BDI","..","..","..","5.75448966267736","1.58589836303287","196.416018160217","69.4314641744548","..","64.8258923330093","11.2017123304264","105.68","..","2.17111111111111","..","3.37691512405289","-2.10157528999343","89.882","..","..","..","..","1372800971948.49","..","..","..","1611634331.64869","8212264","900000","0.109592190411804","17830","25680","..","..","40.5909531686726","35.0467289719626","..","1.2","..","..","72.1","50.7584341635192","0.15426"
2008,"YR2008","Cabo Verde","CPV","..","..","..","..","1.68753428706759","4154.78639786901","19.3548387096774","94","..","27.6558622047478","110.15","..","..","..","1.08060972132789","2.59976883905193","39.806","..","..","..","..","129703015551.05","..","..","..","1789333748.6799","491723","50000","0.101683264764918","780","4030","..","..","9.85705019101341","12.4069478908189","..","55.5643119812012","..","..","84.5","71.3615098444092",".."
2008,"YR2008","Cambodia","KHM","..","..","..","0.90358333761192","1.3618846084781","721.606988343415","30.3365057783821","127","0.659641143827865","7.01042485850957","130.15","..","7.64135135135135","..","1.47924826714618","5.71475203911743","80.467","..","..","..","..","32251543396842.8","..","..","..","10351914093.1626","13880509","3700000","0.266560830009908","53550","176520","..","..","35.2307782528194","20.9607976433265","..","13.1","..","34.0152751840604","54.6","59.1477888921981",".."
2008,"YR2008","Cameroon","CMR","..","..","..","30.7985406454581","1.94078637909844","1320.4335875441","19.5955236825961","122","32.2854831585268","23.7855111604802","121.62","..","6.5574375314439","..","2.74326116054422","5.22458074328922","49.663","..","..","..","..","8687147313884.07","..","..","..","23322254113.5623","18907008","5963000","0.315385702486612","92630","472710","..","..","23.430607376217","12.6144993759387","..","19.6146335601807","..","27.6217804739683","48.5","39.4080717708303",".."
2008,"YR2008","Canada","CAN","..","..","..","3.48067157307151","0.976295030239376","66312.5783835116","7.10515521509296","..","9.21638593750878","6.51701430954984","110.6","27.6486497837955","63.9640710444254","..","1.08219708560653","7.93134625305557","19.422","..","..","1.94000005722046","..","1685056120680.86","..","..","..","1549131208997.19","33245773","44254000","1.33111659037075","646108","9093510","..","..","1.70272359691978","4.86654768070855","..","100","2.59999990463257","75.0084773268924","99","..","1.8637"
2008,"YR2008","Cayman Islands","CYM","..","..","..","..","..","..","11.25","..","..","..","103.17","..","..","..","2.76430554164093","5.48142183365927","0","..","..","1.86000001430511","..","..","..","..","..","..","52926","200","0.00377886105127914","27","240","..","..","0.282316132022338","0.833333333333333","..","100","3.04999995231628","..","..","..",".."
2008,"YR2008","Central African Republic","CAF","..","..","..","51.3723499602507","2.51243672982487","800.905069173296","8.36302931073229","292","1.44515507288314","25.9297888492311","110.54","..","..","..","1.61433731318801","1.8505994935576","61.53","35","29.8","..","..","759242566182.548","1.2","3.3","..","1985239276.62611","4345386","1930000","0.444149265450756","52100","622980","..","56.2","55.7165001311616","3.09801277729622","..","1.75991523265839","..","..","52.8","40.075255657234",".."
2008,"YR2008","Chad","TCD","..","..","..","..","..","1702.11563189591","39.1764612452351","305","..","..","113.08","..","..","..","3.2696663913238","-4.92856895407681","78.099","..","..","..","..","3894405814563.24","..","..","..","10351932604.4154","11133861","4300000","0.386209240442287","493310","1259200","..","..","55.9166467431787","3.4148665819568","..","2.37442970275879","..","..","43.4","31.1837908628039",".."
2008,"YR2008","Channel Islands","CHI","0.740740740740741","..","..","..","..","..","42.6315789473684","..","..","..","..","..","..","..","0.680053815741932","..","69.071","..","..","..","..","..","..","..","..","..","157581","3700","0.0234799880696277","81","190","..","..","..","19.4736842105263","..","100","..","..","..","..",".."
2008,"YR2008","Chile","CHL","..","..","..","6.00827180521651","0.618021281950808","8509.83473561614","21.2284071163043","26","19.1451535739738","6.76531413761357","105.18","102.020013441864","687.240091463415","..","1.02707608062939","6.83164607282384","11.845","..","..","11.7200002670288","..","109061150156249","..","..","..","179638496278.574","16661942","1312000","0.0787423218734047","157840","743532","..","..","4.05459281652924","1.76455081960158","..","95.3522338867188","15.4099998474121","75.1842669453794","83.5","88.9802159114179","0.37518"
2008,"YR2008","China","CHN","..","..","..","0.434411564133138","3.55828396312521","1064.18786362387","54.8079938724853","121","2.50504440755012","4.75604983803729","113.95","98.6804672399004","482.880794701987","..","0.51238693163744","5.17673253587026","53.461","..","..","39.5999984741211","..","..","2","5.1","..","4598205419718.8","1324655000","108116000","0.0816182326719033","5145490","9388210.8","..","42.8","10.2508954964626","11.5161453341035","..","96.6665725708008","..","87.2240518182102","82.6","81.01894664373","1.44251"
2008,"YR2008","Colombia","COL","..","..","..","3.52426604391322","1.3074961464566","5267.9940838462","38.408292023434","65","14.7580975422721","10.1275311876821","110.23","285.190699401903","486.731693989071","..","1.18055790061674","-0.375617085211417","25.54","..","..","17.5300006866455","..","417014192479286","0.9","2.9","..","243982437870.84","44901544","1830000","0.0407558368148766","426140","1109500","..","56","7.5155433858248","1.64939161784588","..","87.470664","25.0200004577637","74.9778163959633","72.7","78.6267826050536","0.19289"
2008,"YR2008","Comoros","COM","..","..","..","0.0034193767178855","0.496108244827514","1039.44160025126","71.4669532509404","..","68.4409562638297","48.0315046043686","107.93","..","..","..","2.40362836509593","8.3174597179469","72.14","..","..","..","..","89200416984.5553","..","..","..","523134896.968654","657229","65000","0.0989000789679092","1330","1861","..","..","..","34.9274583557227","..","49.2660598754883","..","..","88.8","82.8410644483536",".."
2008,"YR2008","Congo, Dem. Rep.","COD","..","..","..","..","..","315.073646519186","11.3363181226704","..","..","..","102.04","..","0.940296296296296","..","3.29354920010098","2.77045849603033","61.059","..","..","..","..","6728394716018.29","..","..","..","19206060270.2521","60373608","6750000","0.111803819973787","257000","2267050","..","..","24.1685094220046","2.97743763922278","..","0.710771322250366","..","3.06748618098597","29.1","19.0293748327132","0.08536"
2008,"YR2008","Congo, Rep.","COG","..","..","..","1.89619416626255","0.564861370798921","863.158045134318","30.8931185944363","236","0.398823808663819","8.15237249458986","116.62","..","0.746938775510204","..","3.44063812483873","5.57955393897285","37.659","..","..","..","..","1966411162214.7","..","..","..","11859014004.0772","4115435","490000","0.119063962861763","105500","341500","..","..","3.67695120380723","1.43484626647145","..","12.1750249862671","..","35.4980114550868","36.4","26.7629343412497",".."
2008,"YR2008","Costa Rica","CRI","1.5170105967652","..","..","2.54838033213694","1.12755455179198","7332.61015691673","35.1155503329416","36","31.9091384046071","8.51400090778306","106.8","..","707.48","..","1.36470255141975","-3.23940561918221","30.613","..","..","12.3400001525879","..","19878045078450.1","1.4","4.2","..","30612932802.8991","4429508","200000","0.0451517414575163","17930","51060","..","49.1","7.80918867675064","3.91696043869957","..","98.282766","17.1800003051758","48.9982241047255","90.7","93.624609606262","0.38855"
2008,"YR2008","Cote d'Ivoire","CIV","..","..","..","8.74589101819346","0.637012600719957","2320.16525874639","64.7798742138365","97","40.5599584263239","19.6108667165111","107.86","..","18.211724137931","..","2.13591874652655","..","50.966","24.5","9","..","..","10848549459669.3","1.8","5.1","1.46","24224903099.6283","19497986","2900000","0.14873331019932","206000","318000","..","43.2","..","9.11949685534591","..","30.4634399414063","..","24.6166579573275","68.3","55.5705162807283",".."
2008,"YR2008","Croatia","HRV","..","..","..","3.3165715221076","0.981502517606372","28188.0830142545","23.0360972122945","..","9.75689103331683","8.18848939223183","108.58","90.1637887816425","495.228302544441","..","-0.0336395618846142","5.42994736250144","42.952","..","..","12.8100004196167","..","357913391857.311","..","..","..","70481451814.3118","4434508","860700","0.194091430210522","12891","55960","..","..","4.9555021968648","15.3806290207291","..","100","11.8800001144409","78.0516061170525","98.1","98.2388888888889","0.88333"
2008,"YR2008","Cuba","CUB","..","..","..","..","..","4026.36801620541","61.6967305524239","12","..","..","96.83","598.169085716521","43.5780653252009","..","0.0536583542997234","0.636300970358988","23.587","..","..","18.5699996948242","..","41467803866.6496","..","..","..","60806300000","11309754","3508600","0.310227790984667","65670","106440","..","..","3.87411868390129","32.9631717399474","..","93.3431930541992","24.7000007629395","86.9278448941987","84","85.251397631836","0.50061"
2008,"YR2008","Curacao","CUW","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.25822530732751","..","9.839","..","..","..","..","..","..","..","..","..","145880","..","..","..","444","..","..","..","..","..","100","..","99.8769583348988","..","..",".."
2008,"YR2008","Cyprus","CYP","21.1072664359862","..","..","1.5050305759373","0.946152299672133","16841.1512867667","12.5108225108225","..","37.7862715068699","13.3860616794896","89.28","..","112.014563106796","..","1.66425395533783","-8.04360636417208","32.161","..","..","4.23000001907349","..","17092443724.4693","3.7","8.6","..","27839460963.8201","1081563","82400","0.0761860381688353","1156","9240","..","31.7","2.42378095209088","8.91774891774892","..","100","5.46000003814697","96.1058446007409","100","100","0.38601"
2008,"YR2008","Czech Republic","CZE","0.235626767200754","..","..","1.21249584631769","1.27398679172912","9038.69141967443","54.9385113268608","..","4.02716089397447","5.0696756048513","103.61","79.712893982808","87.2641154328733","..","0.829412602993033","8.96134072488428","26.606","..","..","3.17000007629395","..","4060877113291.21","3.9","9.8","..","235204812643.146","10384603","3188000","0.306992958710121","42440","77250","..","26.3","2.13319411819705","41.2686084142395","..","100","3.8199999332428","81.3768885554918","99.8","99.7207269561432","1.2406"
2008,"YR2008","Denmark","DNK","9.52023988005997","..","..","2.23324893974839","1.84612066239274","37989.2375168635","62.880037709168","..","17.0615984704438","11.9647422509995","103.89","..","147.676103247294","..","0.587547590258978","-24.6451275799007","13.513","..","..","2.54999995231628","..","1843638676371.63","4","9.8","..","353361056079.716","5493621","2402000","0.437234385116847","26680","42430","..","25.3","0.99990164689683","56.610888522272","..","100","3.82999992370605","80.1313683361241","100","100","2.77572"
2008,"YR2008","Djibouti","DJI","..","..","..","..","..","..","73.3908541846419","230","..","..","142.34","..","..","..","1.65802996457734","..","23.101","..","..","..","..","..","..","..","..","999105339.267729","822934","1200","0.0014581971336705","17012","23180","..","..","..","0.0517687661777394","..","10.1299381256104","..","..","64","53.4915235100394",".."
2008,"YR2008","Dominica","DMA","..","..","..","0.0302918451840464","1.80428838497278","10114.6335306293","29.3333333333333","..","40.4962449886743","21.8880393412948","102.83","..","44.6","..","0.174618418729186","13.5004681528475","32.498","..","..","..","..","1173174502.24077","..","..","..","458190185.185185","71074","5000","0.0703492134957931","220","750","..","..","14.0883511943581","6.66666666666667","..","..","..","..","..","..",".."
2008,"YR2008","Dominican Republic","DOM","8.85273258239466","..","..","0.767647343512336","1.43283650529377","5779.96515311485","49.6170565100393","155","17.2894145912771","16.0535261428143","104.92","..","80.39875","..","1.38101434107191","-2.65787246859252","28.703","..","..","14.039999961853","..","1478151918984.64","1.7","4.5","..","48288967303.4896","9636520","800000","0.0830175208477749","23970","48310","..","49","6.80016554562714","16.5597184847858","..","93.312888","20.1200008392334","86.5832296088198","80.2","83.5173626880066",".."
2008,"YR2008","Ecuador","ECU","10.1813297515111","..","..","3.56389492350198","1.00468236942343","5354.05484328756","29.9766468030279","118","25.3532432285783","8.96626927471361","111.83","..","214.119741100324","..","1.68997756232997","1.66710253237979","37.7","27.5","7.9","..","..","55513860275.2344","1.1","3.7","..","61762635000","14447562","1236000","0.0855507662815359","74450","248360","..","50.6","9.29867023676652","4.97664680302786","..","92.140953","..","83.1489281776411","72","76.4699166251669","0.22779"
2008,"YR2008","Egypt, Arab Rep.","EGY","..","103188","390.567751703255","1.66004945761415","3.30760289551274","4122.62103212105","3.55818976342358","26","10.6979708125383","17.1782538659532","116.06","62.7991354706798","696.593111279334","..","1.765411904852","3.34756999522772","56.942","..","..","31.6200008392334","..","1491387471805.2","3.9","9.2","..","162818181818.182","80953881","2642000","0.0326358658456412","35420","995450","..","31.1","13.223846833948","2.65407604600934","..","99.3","28.1700000762939","96.1621091449021","96.7","97.5284767285373","0.27009"
2008,"YR2008","El Salvador","SLV","1.80645161290323","..","..","0.573443512722777","1.54671551166775","4096.8704545306","74.8069498069498","73","19.6979392197428","15.0118268858617","114.43","..","127.89897510981","..","0.439995671208227","3.03266353899265","36.748","..","..","..","..","8712798060.89626","1.7","4.7","..","21430950000","6110301","683000","0.111778454121982","15500","20720","..","46.7","12.5401454878074","32.9633204633205","..","79.393669","..","44.6157239377346","76.5","71.9257575440548","0.11245"
2008,"YR2008","Equatorial Guinea","GNQ","..","..","..","..","..","945.605878150569","11.0160427807487","..","..","..","108.08","..","..","..","4.60586370586858","-21.1292327459116","60.963","..","..","..","..","8269691417922.37","..","..","..","19749893536.3204","868418","130000","0.149697495906349","3090","28050","..","..","0.891995361004987","4.63458110516934","..","40.679069519043","..","..","34.8","34.1429026358382",".."
2008,"YR2008","Eritrea","ERI","..","..","..","..","..","..","74.970297029703","..","..","..","93.1","..","0","..","1.89140631545729","-43.4873621270863","80.146","..","..","..","..","6732011182.77841","..","..","..","1380188800","4232636","670000","0.158293791386739","75720","101000","..","..","17.382470622111","6.63366336633663","..","5.06586074829102","..","19.1059381718437","51.3","5.7558",".."
2008,"YR2008","Estonia","EST","..","..","..","4.36885415910192","1.98185501420696","7738.99700885447","21.3918376975702","..","9.23103400667694","9.99089377378728","109.31","65.391825613079","100.36299765808","..","-0.268133719541207","0.869378989576191","31.649","..","..","3.89000010490417","..","17054575198.708","2.9","7.8","..","24194039255.8957","1337090","597800","0.447090323014905","9068","42390","..","31.9","2.74288135851848","14.1023826374145","..","100","5.32000017166138","28.0720192126046","98.3","98.2661508699218","1.25952"
2008,"YR2008","Ethiopia","ETH","0.476255324080781","..","..","14.1038481842372","1.17450448736126","368.043085275618","34.513","314","75.2802373581299","14.3185150387798","114.78","..","17.2002057915625","..","2.66115407574631","7.50147299651169","83.49","..","..","..","..","..","..","..","..","27066912635.2228","83184892","13606000","0.163563354749562","345130","1000000","..","..","48.4337135751333","13.606","..","5.0179295539856","..","4.84851244830976","34.8","19.3335201496791",".."
2008,"YR2008","Faroe Islands","FRO","..","..","..","2.79742771092176","1.86675362224653","..","2.14899713467049","..","79.1594700527506","15.5392033263716","100.06","..","..","..","0.0763413941525995","..","59.464","..","..","..","..","..","..","..","..","2413237402.14803","48485","3000","0.0618748066412292","30","1396","..","..","..","2.14899713467049","..","100","..","..","..","..",".."
2008,"YR2008","Fiji","FJI","..","5983","354.023668639053","3.50780057260102","0.280211642031248","2634.37613636501","23.4263820470717","28","69.5564315055134","16.2150641267173","92.99","..","41.1242603550296","..","1.01636483602929","-1.15948810561083","48.949","12.8","6.9","..","..","..","2.7","6.7","3.33","3523185919.55826","843340","169000","0.20039367277729","4280","18270","..","40.4","12.6972054951864","9.25013683634373","..","72.1016235351563","..","..","89.6","89.8162085512666",".."
2008,"YR2008","Finland","FIN","..","..","..","4.34463934381184","2.7639150265369","51702.5320759739","7.55643303718328","..","2.16353329809931","5.35655737480135","100","86.5199615199615","130.580762250454","..","0.465549284507694","-0.361184685769317","16.701","..","..","4.5","..","198751229348.882","3.8","9.3","..","283742493042.332","5313399","2259100","0.425170404104792","22964","303900","..","27.8","2.46381744979048","7.43369529450477","..","100","6.17999982833862","47.8009200761746","100","100","3.5418"
2008,"YR2008","France","FRA","..","..","..","0.82337613479217","1.28934973210232","65670.4304206705","53.1635975797953","..","11.556788584643","7.9874406090735","96.6","163.271671163233","152.446534236153","..","0.558857430490895","4.38763575605681","22.136","..","..","2.72000002861023","..","2013091630421.14","3.2","7.9","..","2923465651091.26","64374990","18268700","0.283785675151173","291101","547557","..","33","1.68671278061544","33.3640150705771","..","100","3.50999999046326","50.8434654962609","100","99.8545454545454","2.05332"
2008,"YR2008","French Polynesia","PYF","..","..","..","3.09798789084988","1.13967490878935","..","12.2950819672131","..","10.5882337799372","20.1285823926399","101.89","..","307.333333333333","..","0.987076839950676","..","43.262","..","..","..","..","..","..","..","..","..","263179","3000","0.0113990857933194","450","3660","..","..","..","0.819672131147541","..","100","..","..","100","..",".."
2008,"YR2008","Gabon","GAB","..","..","..","5.56896450190459","0.438775588812733","3372.97400052684","20.0256141576435","26","0.412868013180932","17.5369518029654","103.86","..","10.5169230769231","..","3.12148145628024","-6.79140214938421","15.104","..","..","..","..","5712325316697.11","..","..","..","15508574820.3516","1536411","325000","0.211531940346691","51600","257670","..","..","4.45457720299167","1.26130321729344","..","36.805591583252","..","17.0673189689484","55.5","47.9751612169098","0.51125"
2008,"YR2008","Gambia, The","GMB","..","..","..","1.59729486360585","2.09017409884261","387.809695016766","54.5454545454545","94","72.6016592143448","29.809888459014","101.91","..","4.26075268817204","..","3.16272738437617","26.0157299337823","45.211","..","..","..","..","19117843064.8788","..","..","..","965769128.170004","1588572","372000","0.234172577635763","5520","10120","..","..","27.7634159647439","36.7588932806324","..","14.729998588562","..","..","81.7","66.4641158364249","0.02039"
2008,"YR2008","Georgia","GEO","4.01750198886237","..","..","1.91337036395932","0.527477117850474","2409.49804278884","36.1778673190387","48","17.6905588672346","15.33337597383","75.85","12.8668205277585","37.5315904139434","..","-1.28206884290614","-4.36719341516142","47.375","..","..","..","..","..","2","5.5","..","12795044472.7663","4030000","459000","0.113895781637717","25140","69490","..","40.6","9.3879356350325","6.60526694488416","..","99.5978012084961","..","66.7892359577562","91.2","83.2641152909253",".."
2008,"YR2008","Germany","DEU","..","..","..","0.784786061407142","1.28357764137638","41938.0932851985","48.5356968706078","..","4.77902480805915","6.76763641163555","103.58","55.6782980077184","159.582718739524","..","-0.190142844695674","20.1001493455152","26.105","..","..","1.77999997138977","..","2602771705160.87","3.3","8.2","..","3752365607148.09","82110097","11932000","0.145317085668526","169210","348630","..","31.1","0.894490088581204","34.2253965522187","..","100","2.17000007629395","80.8022517833709","100","100","2.59889"
2008,"YR2008","Ghana","GHA","..","..","..","8.96064970131881","1.04788704851307","1384.80029079056","68.5593741759691","61","63.4610090538366","14.7562535954871","112.41","..","14.5495555555556","..","2.60207261186049","7.40121380658012","50.649","..","..","..","..","21304039011.5037","..","..","..","28526891010.4925","23298640","4500000","0.193144320870231","156000","227540","..","..","31.72496426257","19.7767425507603","..","38.2","..","42.9520794794922","71.5","59.1364619334387",".."
2008,"YR2008","Gibraltar","GIB","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.680545834932146","..","0","..","..","..","..","..","..","..","..","..","32732","..","..","..","10","..","..","..","..","..","100","..","100","..","..",".."
2008,"YR2008","Greece","GRC","17.3606038470903","..","..","1.59834517291429","1.05689508498042","11606.9231657863","63.7238169123351","..","19.2967630257915","10.6288029151822","94.93","475.893024710666","119.047730829421","..","0.265457836726293","1.16644299034994","24.432","..","..","11.1400003433228","..","250060021524.562","2.6","7.1","..","354460802548.704","11077841","2556000","0.230730879780636","82140","128900","..","33.6","3.17711672036005","19.8293250581846","..","100","10.8299999237061","92.7801542308939","99.3","99.3476491062474","0.66181"
2008,"YR2008","Greenland","GRL","..","..","..","0.0312268231090381","0.794964086967251","248057.466972493","0.574735046899744","..","77.6163965295187","18.234530800151","103.67","..","..","..","-0.402186876651222","-0.655130670084731","16.213","..","..","..","..","12306132517.7027","..","..","..","2310743218.06163","56328","900","0.015977844056242","2359","410450","..","..","11.1447297619153","0.00219271531246193","..","100","..","..","100","100",".."
2008,"YR2008","Grenada","GRD","2.85714285714286","..","..","0.227073051808244","2.2488349949584","3689.64305583199","20.5882352941176","..","58.4089233841298","20.8673438938716","93.29","..","..","..","0.331541004165772","9.65963087918527","64.225","..","..","..","..","..","..","..","..","825925925.925926","103930","2000","0.0192437217357837","70","340","..","..","4.34398403921967","5.88235294117647","..","..","..","..","95.3","..",".."
2008,"YR2008","Guam","GUM","..","..","..","..","..","..","35.1851851851852","..","..","..","104.89","..","..","..","0.113246732666783","..","6.084","..","..","..","..","4720138795.36102","..","..","..","4621000000","159035","1000","0.00628792404187757","190","540","..","..","..","1.85185185185185","..","100","..","..","99.6","..",".."
2008,"YR2008","Guatemala","GTM","..","..","..","4.09630894767999","1.1652741995933","2219.99919250974","38.615154908548","98","37.6739178874988","12.6539013203267","123.95","..","92.0052830188679","..","2.20952320211718","0.887127352778379","51.551","..","..","..","..","186702840026.073","..","..","..","39136893345.1501","14006366","1325000","0.0945998412436174","41380","107160","..","..","11.6254430311015","12.364688316536","..","69.5662307739258","..","40.3671628844131","82.6","84.0576109941885","0.06186"
2008,"YR2008","Guinea","GIN","..","..","..","4.9134448462679","0.373654276679994","243.548556017237","57.9521406478919","147","2.48986631268917","13.2339996274892","111.56","..","1.29754385964912","..","2.21768591573418","3.59929724627979","65.995","..","..","..","..","9302833929799.94","..","..","..","4515824647.43939","10323142","2850000","0.276078736493211","142400","245720","..","..","24.9456862779132","11.598567475175","..","2.67995429039001","..","..","60.3","49.6743347357305",".."
2008,"YR2008","Guinea-Bissau","GNB","..","..","..","..","..","841.164930675084","57.2546230440967","179","..","..","120.35","..","..","..","2.38380919586245","3.87570009033425","56.532","..","..","..","..","340654876510.227","..","..","..","864136712.986648","1480841","280000","0.189081744765306","16100","28120","..","..","47.5477568587542","9.95732574679943","..","2.86543560028076","..","..","52.3","47.746372958732",".."
2008,"YR2008","Guyana","GUY","..","..","..","6.08180134100003","0.304874765165926","7828.16981608489","8.5242570485141","72","60.8015151283351","14.3022993247846","98.92","..","56.7976190476191","..","-0.208140577343923","-2.86514101756596","71.782","..","..","..","..","..","..","..","..","1922598121.23066","746314","420000","0.562765806349606","16780","196850","..","..","26.3489519994277","2.13360426720853","..","75.8355407714844","..","..","91.1","89.8439274639689",".."
2008,"YR2008","Haiti","HTI","..","..","..","..","..","..","64.2235123367199","566","..","..","110.48","..","..","..","1.53819490737395","-7.48963883955004","51.02","..","..","..","..","14749618788.6279","..","..","..","6548530572.35291","9705029","1000000","0.103039362375939","17700","27560","..","..","..","36.2844702467344","..","12.6519546508789","..","20.7285730789588","48.3","40.4460245294776",".."
2008,"YR2008","Honduras","HND","..","..","..","..","..","2745.99445814558","28.4565197962284","109","..","..","110.15","..","107.730844793713","..","2.11406256990896","1.92664972835092","49.562","49","44.3","..","..","140774580187.955","0.9","2.8","..","13789715132.502","7872658","1018000","0.12930829714691","31840","111890","..","55.7","13.1105888932064","9.09822146751274","..","55.266458","..","54.2779144868579","77.1","78.2098465807634",".."
2008,"YR2008","Hong Kong SAR, China","HKG","..","..","..","1.80523000575363","0.61183653157952","..","5.71428571428571","..","4.23159054374159","3.63188444243202","49.07","..","99","..","0.598238786949717","-16.9683257918552","0","..","..","0.239999994635582","..","2013898444363.65","..","..","..","219279678430.164","6957800","4000","0.000574894363160769","60","1050","..","..","0.0570983072358061","3.80952380952381","..","100","0.300000011920929","94.7245316139119","..","..","0.7189"
2008,"YR2008","Hungary","HUN","1.38238341968912","..","..","0.536192633041727","0.805194110588099","16327.2709178671","64.6133244057583","..","7.14708321155945","4.43006606281766","104","208.757127319469","96.7007633587786","..","-0.17509736747488","55.6166045992313","32.13","..","..","4.30999994277954","..","28484403393555.5","3.6","8.8","..","157290970540.917","10038188","4585000","0.456755741175599","57900","89610","..","27.5","3.94700058215984","51.1661644905703","..","100","5.98999977111816","77.8232198427364","99.7","99.9000453960493","0.98298"
