Type,"Country Code","Series Code","Time Code","Description"
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2006 (YR2006)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2012 (YR2012)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","GINI index (World Bank estimate) (SI.POV.GINI)","2013 (YR2013)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2000 (YR2000)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","GINI index (World Bank estimate) (SI.POV.GINI)","1997 (YR1997)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","1997 (YR1997)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2001 (YR2001)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2007 (YR2007)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2008 (YR2008)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2011 (YR2011)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2015 (YR2015)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2014 (YR2014)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 20% (SI.DST.FRST.20)","2002 (YR2002)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 20% (SI.DST.FRST.20)","2007 (YR2007)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","GINI index (World Bank estimate) (SI.POV.GINI)","2014 (YR2014)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","GINI index (World Bank estimate) (SI.POV.GINI)","2015 (YR2015)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 20% (SI.DST.FRST.20)","1997 (YR1997)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 20% (SI.DST.FRST.20)","2004 (YR2004)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","GINI index (World Bank estimate) (SI.POV.GINI)","2006 (YR2006)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","GINI index (World Bank estimate) (SI.POV.GINI)","2012 (YR2012)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","GINI index (World Bank estimate) (SI.POV.GINI)","2000 (YR2000)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2003 (YR2003)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2004 (YR2004)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 10% (SI.DST.FRST.10)","2002 (YR2002)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","GINI index (World Bank estimate) (SI.POV.GINI)","2003 (YR2003)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","GINI index (World Bank estimate) (SI.POV.GINI)","2004 (YR2004)","Estimated from unit-record income data."
FootNote,"Dominican Republic (DOM)","GINI index (World Bank estimate) (SI.POV.GINI)","2009 (YR2009)","Estimated from unit-record income data."
FootNote,"Algeria (DZA)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2013 (YR2013)","Labour force survey. Data reference period: September."
FootNote,"Algeria (DZA)","GINI index (World Bank estimate) (SI.POV.GINI)","2011 (YR2011)","Estimated from grouped consumption data."
FootNote,"Algeria (DZA)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Estimated from grouped consumption data."
FootNote,"Algeria (DZA)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2011 (YR2011)","Source : La Pauvrete en Algerie en 2011. Direction Des Statistiques Sociales et des Revenus. Septembre 2014  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2011.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Algeria (DZA)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2014 (YR2014)","Labour force survey. Data reference period: September."
FootNote,"Algeria (DZA)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2011 (YR2011)","Source : La Pauvrete en Algerie en 2011. Direction Des Statistiques Sociales et des Revenus. Septembre 2014  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2011.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Algeria (DZA)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2001 (YR2001)","Labour force survey. Data reference period: September."
FootNote,"Algeria (DZA)","Income share held by lowest 10% (SI.DST.FRST.10)","2011 (YR2011)","Estimated from grouped consumption data."
FootNote,"Algeria (DZA)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2003 (YR2003)","Labour force survey. Data reference period: September."
FootNote,"Algeria (DZA)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2004 (YR2004)","Labour force survey. Data reference period: September."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2014 (YR2014)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2005 (YR2005)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2006 (YR2006)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2012 (YR2012)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2013 (YR2013)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2013 (YR2013)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","1999 (YR1999)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2003 (YR2003)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2014 (YR2014)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Poverty measures are shares of  population. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","1998 (YR1998)","Labour force survey. Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2007 (YR2007)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2007 (YR2007)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2007 (YR2007)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2011 (YR2011)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2009 (YR2009)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2013 (YR2013)","Source : Sistema de Indicadores sociales del Ecuador - Ministerio Coordinador de Desarrollo Social (http://www.siise.gob.ec/siiseweb/siiseweb.html?sistema=1#)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2008 (YR2008)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2010 (YR2010)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2011 (YR2011)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2012 (YR2012)","Source : Sistema integrado de indicadores sociales de Ecuador.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2008 (YR2008)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2014 (YR2014)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2015 (YR2015)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2000 (YR2000)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2007 (YR2007)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2008 (YR2008)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2010 (YR2010)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2011 (YR2011)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2015 (YR2015)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","1998 (YR1998)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2010 (YR2010)","Estimated from individual income data."
FootNote,"Ecuador (ECU)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2015 (YR2015)","Estimated from individual income data."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","1997 (YR1997)","Labour force survey. Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2000 (YR2000)","Labour force survey. Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2012 (YR2012)","Labour force survey. Data reference period: December."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2000 (YR2000)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2009 (YR2009)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2013 (YR2013)","Source : Sistema de Indicadores sociales del Ecuador - Ministerio Coordinador de Desarrollo Social (http://www.siise.gob.ec/siiseweb/siiseweb.html?sistema=1#)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2001 (YR2001)","Labour force survey. Data reference period: July | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2011 (YR2011)","Labour force survey. Data reference period: December."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2015 (YR2015)","Labour force survey. Data reference period: December."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2003 (YR2003)","Labour force survey. Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2004 (YR2004)","Labour force survey. Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Ecuador (ECU)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2014 (YR2014)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Poverty measures are shares of  population. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2006 (YR2006)","Labour force survey. Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2013 (YR2013)","Labour force survey. Data reference period: December | Age coverage - minimum age: 10 years old."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2003 (YR2003)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2004 (YR2004)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2005 (YR2005)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2006 (YR2006)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2012 (YR2012)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Rural poverty gap at national poverty lines (%) (SI.POV.RUGP)","2012 (YR2012)","Source : Sistema integrado de indicadores sociales de Ecuador.  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","1999 (YR1999)","Labour force survey. Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2004 (YR2004)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2009 (YR2009)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 10% (SI.DST.FRST.10)","2013 (YR2013)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","1998 (YR1998)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2014 (YR2014)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2015 (YR2015)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2003 (YR2003)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2004 (YR2004)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2009 (YR2009)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","1999 (YR1999)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","1998 (YR1998)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","2000 (YR2000)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2005 (YR2005)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","GINI index (World Bank estimate) (SI.POV.GINI)","1999 (YR1999)","Estimated from unit-record income data."
FootNote,"Ecuador (ECU)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2007 (YR2007)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2008 (YR2008)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2010 (YR2010)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Urban poverty gap at national poverty lines (%) (SI.POV.URGP)","2011 (YR2011)","Source : National Source (www.inec.gov.ec) ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2000,2001,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2014 (YR2014)","Labour force survey. Data reference period: December."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2002 (YR2002)","Labour force survey. Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Ecuador (ECU)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2005 (YR2005)","Labour force survey. Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 10% (SI.DST.FRST.10)","1999 (YR1999)","Estimated from grouped consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 20% (SI.DST.FRST.20)","2004 (YR2004)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 20% (SI.DST.FRST.20)","1999 (YR1999)","Estimated from grouped consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","GINI index (World Bank estimate) (SI.POV.GINI)","2008 (YR2008)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","GINI index (World Bank estimate) (SI.POV.GINI)","2015 (YR2015)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 10% (SI.DST.FRST.10)","2008 (YR2008)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 10% (SI.DST.FRST.10)","2010 (YR2010)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","GINI index (World Bank estimate) (SI.POV.GINI)","2012 (YR2012)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 10% (SI.DST.FRST.10)","2015 (YR2015)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","GINI index (World Bank estimate) (SI.POV.GINI)","2010 (YR2010)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 10% (SI.DST.FRST.10)","2012 (YR2012)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","GINI index (World Bank estimate) (SI.POV.GINI)","1999 (YR1999)","Estimated from grouped consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 10% (SI.DST.FRST.10)","2004 (YR2004)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 20% (SI.DST.FRST.20)","2015 (YR2015)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","GINI index (World Bank estimate) (SI.POV.GINI)","2004 (YR2004)","Estimated from unit-record consumption data. PPP is regression based."
FootNote,"Egypt, Arab Rep. (EGY)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2008 (YR2008)","Labour force survey. Data reference period: Incomplete year | Age coverage - maximum age: 64 years old."
FootNote,"Egypt, Arab Rep. (EGY)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2000 (YR2000)","Labour force survey. Data reference period: Incomplete year | Age coverage - maximum age: 64 years old."
FootNote,"Egypt, Arab Rep. (EGY)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day) (SI.SPR.PC40)","2012 (YR2012)","Estimated from individual consumption data."
FootNote,"Egypt, Arab Rep. (EGY)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2003 (YR2003)","Labour force survey. Data reference period: Incomplete year | Age coverage - maximum age: 64 years old."
FootNote,"Egypt, Arab Rep. (EGY)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2013 (YR2013)","Labour force survey. Data reference period: Annual or annual average."
FootNote,"Egypt, Arab Rep. (EGY)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","2004 (YR2004)","Labour force survey. Data reference period: Incomplete year | Age coverage - maximum age: 64 years old."
FootNote,"Egypt, Arab Rep. (EGY)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","1997 (YR1997)","Labour force survey. Data reference period: Incomplete year | Age coverage - maximum age: 64 years old."
FootNote,"Egypt, Arab Rep. (EGY)","Employment in agriculture (% of total employment) (SL.AGR.EMPL.ZS)","1999 (YR1999)","Labour force survey. Data reference period: Incomplete year | Age coverage - maximum age: 64 years old."
